Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
14,Video,Toe-off,00:21.845,00:22.032,00:00.186,00:20.753,00:01.476,00:20.986,00:01.433
14,Video,Mid-swing,00:22.032,00:22.232,00:00.200,00:20.753,00:01.476,00:20.986,00:01.433
14,Video,Terminal swing,00:22.232,00:22.419,00:00.186,00:20.753,00:01.476,00:20.986,00:01.433
15,CSV,Heel strike - Loading response,00:22.230,00:22.367,00:00.137,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Mid-stance,00:22.367,00:22.640,00:00.274,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Terminal stance,00:22.640,00:22.914,00:00.274,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Pre-swing,00:22.914,00:23.051,00:00.137,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Toe-off,00:23.051,00:23.230,00:00.178,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Mid-swing,00:23.230,00:23.421,00:00.191,00:22.230,00:01.370,00:22.419,00:01.399
15,CSV,Terminal swing,00:23.421,00:23.600,00:00.178,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Heel strike - Loading response,00:22.419,00:22.558,00:00.139,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Mid-stance,00:22.558,00:22.838,00:00.279,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Terminal stance,00:22.838,00:23.118,00:00.279,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Pre-swing,00:23.118,00:23.258,00:00.139,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Toe-off,00:23.258,00:23.440,00:00.181,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Mid-swing,00:23.440,00:23.636,00:00.195,00:22.230,00:01.370,00:22.419,00:01.399
15,Video,Terminal swing,00:23.636,00:23.818,00:00.181,00:22.230,00:01.370,00:22.419,00:01.399
16,CSV,Heel strike - Loading response,00:23.600,00:23.752,00:00.152,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Mid-stance,00:23.752,00:24.056,00:00.304,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Terminal stance,00:24.056,00:24.361,00:00.304,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Pre-swing,00:24.361,00:24.513,00:00.152,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Toe-off,00:24.513,00:24.711,00:00.197,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Mid-swing,00:24.711,00:24.925,00:00.213,00:23.600,00:01.523,00:23.818,00:01.433
16,CSV,Terminal swing,00:24.925,00:25.123,00:00.197,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Heel strike - Loading response,00:23.818,00:23.961,00:00.143,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Mid-stance,00:23.961,00:24.247,00:00.286,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Terminal stance,00:24.247,00:24.534,00:00.286,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Pre-swing,00:24.534,00:24.677,00:00.143,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Toe-off,00:24.677,00:24.864,00:00.186,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Mid-swing,00:24.864,00:25.064,00:00.200,00:23.600,00:01.523,00:23.818,00:01.433
16,Video,Terminal swing,00:25.064,00:25.251,00:00.186,00:23.600,00:01.523,00:23.818,00:01.433
19,CSV,Heel strike - Loading response,00:27.907,00:28.037,00:00.130,00:27.907,00:01.308,00:28.183,00:01.333
19,CSV,Mid-stance,00:28.037,00:28.299,00:00.261,00:27.907,00:01.308,00:28.183,00:01.333
19,CSV,Terminal stance,00:28.299,00:28.561,00:00.261,00:27.907,00:01.308,00:28.183,00:01.333
19,CSV,Pre-swing,00:28.561,00:28.691,00:00.130,00:27.907,00:01.308,00:28.183,00:01.333
19,CSV,Toe-off,00:28.691,00:28.861,00:00.170,00:27.907,00:01.308,00:28.183,00:01.333
