PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,PressureSensor 32,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP,Tiempo (mm:ss.mmm)
29,29,31,31,94,396,31,211,656,598,31,31,30,29,32,29,29,66,31,32,30,70,31,274,29,29,31,31,354,30,31,30,5472,2497,14402,4742,16734,-3705,62.68779274004684,202.2270199063232,3416,00:09.338
29,30,31,32,96,408,31,216,669,609,31,31,31,30,32,29,30,48,32,31,30,56,31,279,29,29,32,31,320,30,32,29,5835,3969,16526,4158,16507,-4962,61.48472385428907,200.72179788484132,3404,00:09.353
29,30,32,31,122,408,31,222,710,624,31,32,30,30,43,30,29,55,32,31,30,86,31,227,29,29,32,31,305,30,31,30,5835,3969,16526,4158,16507,-4962,60.17333717247337,199.91333141376333,3473,00:09.369
29,29,30,31,126,466,31,206,730,642,31,31,30,30,31,30,29,63,32,32,30,65,32,181,28,30,32,32,327,30,31,30,7417,5298,18385,5102,16910,-5989,58.622754491017965,201.3877958368976,3507,00:09.384
28,29,31,31,120,502,32,203,745,643,31,31,30,30,47,30,29,49,32,31,30,72,32,185,29,29,32,32,243,30,32,30,10711,4680,18815,6781,17318,-6037,57.64597701149425,197.70646551724136,3480,00:09.400
29,29,32,32,119,562,32,196,777,706,32,30,30,29,36,30,29,64,32,32,30,73,31,208,28,30,31,31,266,29,32,31,18294,2751,15090,7271,15044,-4832,57.98953235454051,196.30981511691132,3678,00:09.415
29,29,31,32,126,562,31,243,774,719,31,32,30,29,61,30,29,70,31,31,30,64,32,201,29,29,31,31,261,29,32,30,18294,2751,15090,7271,15044,-4832,57.19218458255535,195.3783675646839,3749,00:09.430
29,29,32,31,128,591,31,235,776,724,32,32,31,29,45,30,29,61,32,32,31,67,31,194,29,29,31,31,215,29,32,30,20660,-161,11597,7599,11772,-5348,56.5995145631068,192.98274002157495,3708,00:09.446
28,29,31,31,143,617,31,240,804,720,31,31,31,29,53,30,30,47,31,31,31,85,31,215,29,29,32,31,226,29,31,30,20660,-161,11597,7599,11772,-5348,57.0653654702646,193.24076499869008,3817,00:09.461
28,29,32,32,125,741,31,207,880,747,32,31,30,29,32,30,29,51,31,31,30,51,32,192,28,29,31,31,198,29,32,30,23668,-5090,7219,7066,7702,-6888,54.93613466975071,191.8941146234901,3891,00:09.476
28,29,31,31,104,773,32,212,982,769,31,34,30,29,70,30,28,68,31,32,30,37,31,173,27,29,31,31,294,29,32,30,32764,-2966,3533,5274,4825,-5976,54.036644165863066,196.98698167791707,4148,00:09.492
28,29,32,31,116,856,32,221,1017,763,32,32,30,29,69,31,28,67,31,32,30,52,31,183,28,28,31,31,261,29,32,30,32691,-8760,1128,5169,-931,-1652,54.21348314606742,194.47038857677904,4272,00:09.507
28,29,31,32,142,701,31,235,970,665,31,174,30,30,31,67,28,55,31,31,30,53,31,179,28,29,31,31,196,883,31,30,-11850,-652,-7899,31,-7805,833,59.28818034118603,234.5872258326564,4924,00:09.523
28,29,31,24,123,276,31,225,929,607,31,95,29,223,113,101,28,30,31,23,29,31,30,192,59,29,76,2501,575,2197,114,31,-11850,-652,-7899,31,-7805,833,72.10111599594184,345.5273362642318,8871,00:09.538
27,29,31,21,114,188,30,170,917,589,32,81,30,495,164,109,28,29,31,21,29,27,30,147,276,58,49,2965,580,2187,323,781,-2124,-1217,5305,-9860,-9030,2453,71.13732527389497,369.8064790328674,10588,00:09.553
27,28,31,20,95,186,28,86,873,716,31,57,28,750,153,104,26,27,31,20,28,31,27,61,949,624,232,3244,1075,2206,1297,2041,2900,2334,11964,-11954,-10757,3768,73.01225878932064,398.0425257731959,15132,00:09.569
23,24,30,20,76,166,24,22,732,694,30,63,39,949,106,79,23,24,31,19,26,26,24,38,1800,1721,317,3381,1535,2225,2117,2741,2251,-832,14535,-4544,-12169,1396,77.16711111111111,415.4245490196079,19125,00:09.584
22,22,29,19,80,210,23,21,800,639,30,79,212,1251,91,122,22,21,28,20,23,26,23,39,1909,2244,847,3401,2157,2061,2299,2895,891,3471,13461,-1756,-14566,2363,78.48379875375029,415.05760443111006,21665,00:09.600
22,21,26,19,67,228,23,20,1021,706,27,158,773,1427,77,774,21,21,26,19,21,23,24,30,1625,2321,1659,3296,2292,1953,2217,2354,4325,2701,17866,-6257,-8303,1615,77.36900519513975,405.2275986432528,23291,00:09.615
21,20,24,19,77,296,24,40,1839,1072,25,430,965,1525,41,1422,21,20,23,19,20,23,24,34,1248,2167,2323,3049,2344,1843,2020,1967,4325,2701,17866,-6257,-8303,1615,73.63942365419251,385.9818290974585,24985,00:09.630
20,20,23,19,87,405,24,73,2156,1235,25,621,1020,1499,382,1547,26,22,22,19,19,20,24,32,1105,2089,2560,2961,2405,1779,1759,1889,946,1461,9360,-3936,-3588,180,71.89465755012168,375.71195967087726,25887,00:09.646
20,20,22,20,121,562,24,96,2263,1363,25,703,1036,1454,724,1614,45,26,22,19,19,20,24,31,1025,1992,2672,2887,2387,1688,1457,1793,891,1875,8373,-1853,-864,-83,70.85625047757317,367.38618476350575,26174,00:09.661
20,26,22,19,226,704,24,122,2331,1445,25,806,1057,1410,1028,1627,27,39,22,19,19,18,23,34,997,1936,2761,2811,2290,1639,1440,1785,899,1824,8367,-573,207,-98,69.91938920454545,361.7747645035885,26752,00:09.676
20,36,22,25,272,760,24,132,2361,1486,25,840,1063,1411,1027,1663,20,75,21,19,19,20,23,27,1005,1893,2849,2789,2265,1593,1426,1763,725,1825,8022,-302,19,-41,69.78336546303848,359.46444724549565,26974,00:09.692
20,37,22,27,303,802,44,133,2363,1498,24,867,1063,1404,1154,1693,20,160,21,19,19,23,23,33,1014,1822,2890,2767,2264,1560,1339,1737,725,1825,8022,-302,19,-41,69.82304435854961,356.329725750046,27165,00:09.707
20,41,22,26,354,844,199,158,2403,1533,25,892,1050,1392,1260,1709,20,242,21,19,31,24,22,31,986,1741,2931,2731,2220,1534,1182,1706,736,1909,7997,-343,-128,-6,69.81806057948774,351.02449852022363,27369,00:09.723
20,41,22,26,414,898,427,191,2455,1589,24,979,1036,1373,1365,1738,46,338,22,19,96,27,34,36,910,1637,2964,2659,2136,1500,971,1645,778,1795,8166,-325,-67,8,69.84266227657572,342.7598957956437,27638,00:09.738
21,42,22,30,512,955,655,227,2630,1657,24,1058,1010,1347,1496,1797,68,401,23,19,165,29,36,35,598,1511,2971,2585,2027,1465,704,1556,678,1816,8137,-222,-80,3,69.00905116346293,331.9441573926868,27676,00:09.753
20,49,22,30,592,1028,816,280,2824,1804,24,1153,982,1315,1661,1841,80,422,32,19,223,31,56,32,507,1344,2919,2485,1923,1425,496,1457,705,1791,8117,-116,-132,9,67.91355944356805,322.31837085902765,27892,00:09.769
21,75,22,36,744,1157,966,390,3049,2071,25,1394,923,1247,1965,1938,103,476,63,19,355,38,62,50,271,959,2687,2226,1748,1359,182,1234,791,1831,8064,10,-206,47,65.45826602046311,303.8193502064261,27855,00:09.784
21,93,23,35,775,1197,984,415,3095,2141,25,1470,908,1227,2035,1972,106,500,76,19,376,41,64,52,223,858,2615,2158,1710,1332,155,1163,756,1800,8109,33,-278,87,64.79234855010048,299.40948894631066,27864,00:09.800
21,128,23,40,825,1251,1013,486,3142,2218,25,1557,887,1194,2093,2017,115,554,154,19,410,54,88,61,166,726,2451,2071,1653,1303,84,1054,756,1800,8109,33,-278,87,64.16248251622852,291.91729727791125,27883,00:09.815
21,167,24,45,908,1314,1040,561,3213,2323,18,1666,851,1149,2155,2110,107,474,191,19,461,81,88,67,110,575,2248,1958,1580,1259,50,851,745,1802,8173,39,-321,92,62.74776043924288,284.39811804652504,27684,00:09.830
21,190,46,53,972,1388,1044,638,3254,2379,25,1759,819,1083,2194,2272,135,650,313,19,525,106,117,103,76,395,1932,1850,1487,1221,34,560,732,1806,8113,139,-433,87,62.44537237888648,273.2300976138829,27660,00:09.846
21,230,82,52,1038,1471,1054,718,3280,2460,25,1858,787,1016,2221,2303,153,702,403,19,585,110,121,148,48,243,1547,1749,1385,1188,34,417,794,1785,8095,200,-480,117,61.50637104994903,263.7698048638416,27468,00:09.861
21,246,155,58,1111,1593,1044,793,3291,2513,26,1959,761,888,2272,2323,170,730,510,20,638,139,115,186,40,138,1112,1630,1279,1155,26,280,794,1785,8095,200,-480,117,60.63228271251194,253.90792373815296,27222,00:09.876
21,279,317,61,1196,1740,1062,862,3285,2551,26,2076,727,730,2288,2335,196,760,677,19,690,169,127,217,28,67,601,1500,1182,1118,22,199,811,1848,8025,227,-508,148,59.97948613978178,242.7062997640814,27128,00:09.892
21,282,519,62,1269,1850,1065,914,3293,2582,27,2208,686,671,2309,2334,192,775,774,19,745,189,123,265,29,36,276,1316,1084,1054,20,115,806,1789,8079,231,-539,174,59.445506198347104,233.7801615997639,27104,00:09.907
21,280,679,60,1358,1958,1078,982,3293,2582,27,2433,643,613,2319,2271,220,791,894,20,810,227,116,313,22,30,71,1063,960,947,20,57,828,1901,8108,268,-633,237,59.2774320642168,224.53612195301568,27158,00:09.923
24,280,857,58,1470,2122,1091,1032,3284,2602,26,2701,597,527,2317,2213,240,794,949,20,884,246,118,360,20,19,25,731,818,816,20,40,870,1832,8018,362,-699,338,59.101974286656166,215.76053990696312,27301,00:09.938
32,291,984,60,1589,2269,1108,1077,3293,2609,25,3020,535,456,2307,2151,231,796,1047,22,974,269,114,412,19,19,25,374,651,684,20,28,676,2077,8203,429,-775,426,58.99347059037503,207.27139791204397,27491,00:09.953
30,297,1162,86,1699,2398,1137,1137,3290,2603,25,3164,458,362,2271,2085,247,801,1116,29,1056,303,114,438,19,19,24,141,517,606,19,19,676,2077,8203,429,-775,426,59.30021321191096,199.9126373229257,27672,00:09.969
37,299,1322,78,1816,2489,1188,1184,3259,2584,25,3307,351,292,2224,1984,277,815,1211,21,1153,362,116,480,19,19,23,48,407,510,19,19,860,1921,8066,395,-914,515,60.12703128355645,193.96193356718447,27938,00:09.984
37,308,1513,108,1912,2604,1248,1240,3253,2581,23,3339,228,206,2160,1860,300,837,1312,28,1256,388,120,558,19,19,22,20,315,422,19,19,1029,1864,8290,698,-1157,558,61.18211077314847,187.91458583857963,28274,00:10.000
36,305,1615,123,1981,2732,1321,1323,3241,2558,23,3286,171,149,2077,1707,309,870,1362,43,1316,427,105,619,19,21,21,19,220,332,19,19,933,2064,8383,1113,-1576,583,62.03947971377208,183.15781310585496,28369,00:10.015
54,311,1736,124,2023,2814,1441,1418,3246,2532,22,3273,134,113,1914,1543,289,882,1393,47,1367,461,93,684,19,19,21,19,167,231,19,19,1188,2080,8328,1474,-2234,729,62.76994512452512,178.90611369072747,28428,00:10.030
61,307,1827,172,2067,2920,1641,1518,3220,2524,22,3110,105,65,1660,1367,320,907,1415,214,1386,493,77,750,19,19,20,28,146,154,20,19,1188,2080,8328,1474,-2234,729,64.17226052567109,173.47744374059425,28573,00:10.046
69,303,1853,177,2085,2970,1896,1624,3209,2501,21,3153,80,51,1318,1210,321,947,1463,79,1414,486,51,815,19,18,20,20,116,77,20,19,1412,2194,8262,1551,-2867,845,64.90378454497447,170.03659566977646,28405,00:10.061
74,305,1915,232,2096,3049,2196,1717,3173,2447,22,3113,80,38,901,1051,352,1009,1456,96,1438,502,36,878,19,18,19,19,94,35,21,19,1456,2223,8177,1250,-3125,853,66.28666432090077,165.77183321604502,28420,00:10.076
93,303,1994,256,2111,3049,2337,1801,3139,2393,21,3015,67,31,764,876,373,1090,1444,139,1470,525,42,964,19,18,19,20,71,19,20,19,1640,2352,8415,842,-3312,871,67.60958880078591,162.43496947582625,28502,00:10.092
99,312,2064,316,2127,3026,2465,1882,3104,2308,21,2787,38,31,550,710,417,1178,1414,224,1505,575,32,1058,19,18,19,20,55,19,21,19,1652,2326,8386,474,-3498,950,69.3329054267928,158.28537263039425,28433,00:10.107
119,330,2096,871,2118,3004,2534,1989,3050,2219,20,25,40,30,441,494,467,1268,1426,976,1530,592,59,1169,19,18,19,20,52,19,21,19,1890,2329,8750,234,-4052,1038,75.02827677977379,142.09155762548977,27054,00:10.123
130,358,2097,433,2115,2989,2639,2011,2970,2113,21,2334,34,23,259,409,533,1343,1453,638,1560,634,48,1244,19,18,19,20,33,19,21,19,1890,2329,8750,234,-4052,1038,73.07905518980249,150.06532777699957,28556,00:10.138
153,448,2132,21,2107,2989,2570,2048,2824,1954,20,2950,21,22,200,250,660,1442,1461,23,1600,657,77,1324,19,18,19,21,22,19,21,19,2321,2518,9372,306,-5974,1099,73.3108747465405,152.68350467788412,28111,00:10.153
165,466,2128,22,2104,2967,2500,2107,2780,1919,21,1759,22,20,202,204,691,1458,1453,1217,1600,637,99,1313,19,18,19,19,29,19,22,19,2321,2518,9372,306,-5974,1099,76.19833678349633,144.3402098650867,28018,00:10.169
187,502,2155,375,2108,2981,2452,2164,2676,1844,21,1607,21,20,186,143,765,1486,1458,1339,1603,621,128,1303,19,18,19,19,23,19,22,19,2287,2426,9326,620,-7251,1396,76.96998551390313,140.771755644278,28303,00:10.184
221,553,2151,22,2103,2989,2125,2267,2559,1782,20,2848,20,20,206,86,850,1505,1468,23,1611,612,188,1229,19,18,19,21,22,19,23,19,2678,2797,9489,849,-8844,1736,74.17955681077558,148.93933304366718,27618,00:10.200
248,625,2162,31,2146,2971,1861,2387,2421,1701,20,37,20,20,228,45,948,1520,1459,31,1538,612,247,1121,19,18,19,32,23,19,24,19,2678,2797,9489,849,-8844,1736,78.45303597590754,137.3513958977698,24572,00:10.215
264,694,2174,32,2194,2881,1696,2512,2312,1609,20,34,20,20,252,30,1050,1538,1436,32,1470,633,289,1001,19,18,19,32,28,19,24,19,2921,2783,9333,665,-10574,2300,78.48143285051906,136.0584916499118,24371,00:10.230
270,790,2169,31,2187,2835,1653,2641,2219,1507,20,2704,20,20,208,24,1131,1521,1421,23,1452,618,361,813,19,18,19,22,31,19,24,19,3533,2943,9935,510,-12341,2864,74.13514118393077,145.08084971464805,26809,00:10.246
257,907,2191,23,2172,2842,1727,2816,2188,1438,20,2617,20,20,116,21,1150,1460,1369,32,1447,603,387,586,19,18,19,31,36,19,24,20,4129,5035,10380,54,-14492,3754,73.39011092310585,144.36482421507802,26595,00:10.261
243,1044,2251,23,2137,2889,1829,2933,2191,1470,20,2586,20,20,77,21,1133,1291,1279,23,1407,538,431,345,19,18,19,22,43,19,23,20,5642,4916,11895,-554,-16840,5143,71.64414038811401,144.54660021224984,26384,00:10.276
242,1141,2228,23,2186,2949,1833,2875,2225,1520,21,2422,20,20,79,21,1072,1071,1082,24,1290,383,453,152,19,19,20,23,51,20,23,21,8325,4998,15421,-149,-19010,6125,69.33024522093388,145.32339000313382,25528,00:10.292
257,1146,1374,31,2125,2944,1469,2542,2071,1573,24,1795,20,21,35,23,1120,956,1037,26,1184,263,436,145,20,20,24,26,71,20,26,22,8325,4998,15421,-149,-19010,6125,69.26615162391666,144.53910969097436,22846,00:10.307
306,847,408,32,2138,2897,720,2061,1948,1732,28,1025,21,21,29,24,1011,865,868,28,846,137,181,123,20,25,27,29,94,21,29,29,9332,6446,18920,2250,-20204,6871,66.82024771136241,144.51919763058697,18570,00:10.323
203,620,30,2003,1904,2558,33,1206,1934,1837,30,192,23,23,31,27,772,654,438,150,504,115,31,189,22,32,31,25,168,23,32,56,11373,6444,16667,2175,-19641,7794,64.33432939104178,133.81929416205335,15896,00:10.338
24,415,31,1083,1466,1921,31,679,1660,1501,31,139,25,25,31,29,483,549,105,28,82,112,32,215,24,29,31,28,214,25,31,53,5555,4043,13024,685,-19943,8777,61.42544017247575,146.71833453108155,11132,00:10.353
27,144,32,31,823,1226,32,310,1239,1086,31,56,28,28,32,30,27,236,31,32,29,78,32,158,28,41,31,32,252,27,30,30,-4889,5219,15143,-36,-17676,9058,55.52320371259402,177.39214274283884,6249,00:10.369
28,136,31,31,156,385,32,139,870,551,31,31,30,31,73,30,29,133,31,31,30,60,32,201,28,55,31,31,371,31,31,30,-4889,5219,15143,-36,-17676,9058,60.874732620320856,202.3966577540107,3740,00:10.384
28,167,32,31,123,404,31,119,859,565,31,31,30,30,79,31,41,95,31,31,30,100,33,198,28,29,31,31,381,29,32,30,1483,6455,14214,-3917,-18122,9966,60.60331462175889,201.2999198075381,3741,00:10.400
29,111,32,31,134,446,32,83,764,526,32,31,30,30,54,31,36,123,31,31,28,86,31,228,28,29,31,31,407,29,32,30,-6277,7347,12144,-3573,-6522,6723,63.85611311339063,203.73093983920157,3607,00:10.415
30,121,31,32,116,405,31,101,771,490,32,32,30,30,49,31,30,134,31,31,30,66,31,218,29,29,31,32,441,31,31,30,-3906,5116,9814,-896,5474,1745,63.73348327242058,206.17585043576048,3557,00:10.430
29,95,31,31,91,370,32,145,753,508,31,31,29,29,43,30,29,117,31,32,30,89,32,251,29,29,31,32,418,30,32,30,-2843,2448,6150,-860,10531,-1783,64.34034090909091,204.98181818181817,3520,00:10.446
29,102,31,32,123,387,31,149,705,532,31,31,30,30,35,30,29,127,32,31,30,52,32,206,29,29,32,31,408,30,32,30,-1607,2538,4645,-2533,11758,-3221,62.83001730103806,203.99538638985007,3468,00:10.461
29,71,32,31,123,413,32,122,726,533,32,31,30,30,31,30,29,80,31,31,30,75,32,171,29,30,32,31,414,30,31,31,-1607,2538,4645,-2533,11758,-3221,61.43726124008228,208.19526888039965,3403,00:10.476
29,89,31,30,123,428,31,99,787,558,32,32,29,30,65,30,29,81,31,31,29,104,31,206,29,29,31,31,430,30,31,30,-1082,3068,5088,-3261,12136,-3113,62.00929007210205,207.5216306156406,3606,00:10.492
30,80,31,31,132,446,31,104,705,544,31,32,29,30,55,31,29,69,32,31,30,113,31,202,29,30,31,32,426,30,32,30,-723,3383,6310,-3142,13225,-2444,63.04717249218528,207.923273657289,3519,00:10.507
30,29,32,32,134,424,32,127,673,567,31,31,29,30,33,30,29,65,32,32,30,62,31,162,29,29,31,32,402,30,31,31,-217,3633,7207,-2691,15207,-1837,60.776791089705,209.11544250451536,3322,00:10.523
29,30,31,31,133,401,31,147,680,565,31,32,30,30,31,30,29,95,31,31,30,66,31,166,28,30,31,32,331,30,32,30,1108,4041,7740,-1878,16855,-1429,60.95509893455099,203.98523592085235,3285,00:10.538
29,29,32,31,129,335,31,112,663,539,31,32,30,31,55,30,29,95,31,31,30,85,32,206,29,29,32,32,306,30,31,31,1108,4041,7740,-1878,16855,-1429,63.16713570981864,204.26688555347093,3198,00:10.553
30,29,32,31,132,359,31,131,633,547,31,32,30,30,71,31,30,91,32,32,30,56,32,168,28,30,32,31,358,30,31,30,2382,4491,8571,-567,17532,-1340,61.70940701645452,207.62076994722136,3221,00:10.569
29,29,32,31,132,350,31,126,633,570,32,31,30,30,36,30,29,75,31,31,30,67,32,218,29,29,31,31,337,31,31,30,3426,4385,9900,999,17716,-1897,62.71359676415681,204.99082140634724,3214,00:10.584
29,29,31,31,131,379,31,143,628,605,31,32,30,30,32,30,29,65,31,32,31,75,31,237,29,30,31,32,328,30,32,30,4148,4502,10612,1876,17617,-3166,62.588922610015175,203.12397572078908,3295,00:10.600
29,30,31,32,138,406,32,119,642,562,31,32,29,30,44,30,30,48,31,31,30,84,32,215,29,29,32,31,349,30,31,30,4781,5543,11631,2476,17306,-4634,62.4321439463251,206.11771881671245,3279,00:10.615
29,29,31,32,132,449,31,140,688,580,32,31,30,30,35,30,29,40,32,32,30,81,31,221,30,30,32,31,327,29,31,31,5296,6584,13303,3879,17041,-5558,61.19310754604872,203.9053773024361,3366,00:10.630
29,29,32,32,126,459,31,138,701,599,31,32,30,30,31,30,29,60,31,32,30,94,31,216,29,29,31,32,265,30,31,30,5296,6584,13303,3879,17041,-5558,61.02678571428572,199.4125,3360,00:10.646
29,29,31,31,133,512,31,124,712,625,31,32,31,30,45,30,29,50,31,31,30,88,31,202,29,29,31,32,344,29,31,30,6307,6912,14870,5891,17021,-5528,60.42663431344562,204.04695974878675,3503,00:10.661
29,29,31,31,140,520,32,127,742,622,31,31,29,29,39,31,29,41,32,32,30,79,32,183,29,47,32,32,385,29,31,30,7789,6783,15994,7372,16773,-4892,59.9081604038138,207.57305103757716,3566,00:10.676
29,29,32,32,135,579,32,117,743,668,32,31,30,30,32,31,29,33,31,31,30,61,32,227,29,51,31,32,297,29,31,30,9929,6179,17394,8785,16332,-4058,59.4085331846068,202.0276073619632,3586,00:10.692
29,29,32,31,124,617,31,113,749,698,31,31,30,29,32,31,29,38,31,31,30,68,32,197,29,52,31,32,330,29,31,31,12010,4872,18185,9619,15977,-3653,58.80440131219245,203.7550574084199,3658,00:10.707
28,28,32,31,142,655,32,88,791,728,31,31,31,29,31,30,29,39,32,31,30,83,31,163,29,47,32,32,318,30,31,30,12010,4872,18185,9619,15977,-3653,57.67503355704698,202.92214765100672,3725,00:10.723
29,29,31,31,152,720,32,103,823,715,31,31,30,29,31,31,28,33,31,32,30,81,31,145,29,42,31,31,329,29,32,31,14885,3392,17435,9827,15175,-3885,56.76003147128245,202.64634146341464,3813,00:10.738
29,29,32,31,148,762,32,133,854,734,32,31,30,28,32,30,28,30,32,31,30,83,32,116,28,45,31,33,321,28,31,31,17115,1499,14192,9586,13153,-4347,55.418398768283296,201.7359507313318,3897,00:10.753
28,28,31,31,129,804,32,106,886,740,32,31,30,28,31,31,29,34,32,32,30,72,31,130,29,45,32,31,320,29,31,31,18651,-1587,10221,9426,9851,-4968,55.41704776422764,201.9776422764228,3936,00:10.769
28,28,32,32,153,902,31,170,930,749,31,31,30,28,57,30,29,29,31,33,30,49,31,134,28,46,31,32,275,28,31,34,24044,-4678,7407,8818,6319,-6205,53.86172271957416,198.1137188482942,4133,00:10.784
28,29,31,31,160,984,31,120,1019,782,32,163,30,29,39,32,28,28,32,30,30,49,32,124,27,38,31,31,264,28,31,31,24044,-4678,7407,8818,6319,-6205,52.32361682670325,198.1965020576132,4374,00:10.800
28,28,31,32,135,1055,31,66,1069,853,32,167,29,27,65,31,28,28,31,31,30,53,31,140,26,52,31,31,270,28,31,31,32764,-7447,2636,7517,3719,-4676,52.36036036036036,199.4062843331136,4551,00:10.815
29,28,31,32,131,1045,32,80,1024,818,30,135,30,27,61,31,28,29,32,31,31,54,32,140,28,52,31,32,281,28,31,30,26387,-10384,3004,3675,-3235,-999,53.17276605298608,199.7932195779075,4454,00:10.830
29,29,32,32,137,857,31,55,972,756,31,133,31,29,31,58,28,28,32,30,30,64,31,124,27,28,31,30,280,29,32,30,16335,-2405,8464,-2816,-8233,1670,53.229802294361726,201.30192824017573,4097,00:10.846
28,29,31,22,123,400,32,187,1005,645,32,223,31,65,104,91,28,29,31,27,31,48,32,155,26,29,52,1469,133,1948,36,30,-23113,4875,16832,-11296,-12270,2150,67.45966163310962,314.39667225950785,7152,00:10.861
28,29,32,22,138,191,31,143,960,538,31,83,39,472,51,242,28,33,31,21,29,25,30,130,166,29,109,2834,475,2163,156,331,2839,1610,6929,-15451,-10496,-145,71.51735966735967,361.9816008316008,9620,00:10.876
25,25,30,20,71,141,26,72,723,693,30,54,55,830,71,115,24,24,30,20,26,23,25,36,1664,1567,315,3395,1540,2316,1827,2517,2336,37,12750,-6537,-12475,-2559,77.26303873431533,412.8853791598472,18330,00:10.892
23,23,30,20,93,150,24,58,711,639,31,61,63,938,59,118,23,23,30,19,25,27,24,40,1910,2012,574,3424,1795,2300,2096,2751,2336,37,12750,-6537,-12475,-2559,78.84659938351398,416.248036193696,20114,00:10.907
22,21,28,19,85,154,23,39,759,555,28,61,194,1179,91,137,22,21,27,19,23,25,24,43,1949,2410,1195,3453,2233,2197,2230,2875,3165,-3298,18949,-1075,-14934,-1029,80.13797931439412,416.9235129397949,22141,00:10.923
22,21,24,19,59,160,24,39,991,607,25,118,699,1439,112,681,22,21,24,19,20,22,24,30,1798,2491,2187,3372,2467,2011,2050,2422,5584,6225,23007,-5247,-12491,2245,79.53703164029974,408.1398001665279,24020,00:10.938
21,20,22,19,55,206,25,39,1800,978,24,398,892,1551,79,1344,47,20,22,19,20,21,25,34,1308,2323,2767,3143,2547,1909,1821,2069,2453,1132,11992,-4336,-5381,722,75.51718945556946,388.828535669587,25568,00:10.953
20,20,21,19,61,465,25,83,1993,1081,24,447,896,1476,239,1386,20,31,21,19,19,18,25,31,1256,2276,2920,3120,2540,1766,1714,1978,2453,1132,11992,-4336,-5381,722,74.53068050749711,381.8588427527874,26010,00:10.969
20,20,21,19,105,572,25,98,2053,1213,24,549,917,1450,310,1486,85,73,21,19,19,18,25,38,1150,2152,2968,3023,2538,1721,1649,1912,885,1549,9040,-1320,-606,-60,73.72386186437456,374.82738751759024,26293,00:10.984
20,20,21,20,162,639,25,110,2128,1268,24,649,982,1434,500,1519,107,198,21,19,19,18,24,31,1088,2016,2993,2955,2435,1679,1539,1871,825,1907,8176,-228,69,-77,73.03188362101454,368.219887691264,26534,00:11.000
20,23,21,19,196,692,24,111,2185,1303,24,708,999,1422,743,1567,129,344,21,19,19,18,24,35,1059,1878,3026,2902,2418,1645,1455,1843,732,1981,8012,-215,-234,-21,72.65935966086569,362.5396772274282,26892,00:11.015
20,30,22,24,235,740,59,132,2218,1318,24,747,1003,1408,888,1605,127,496,21,19,19,20,23,43,1022,1746,3059,2844,2377,1617,1324,1786,689,1854,8040,-354,-145,35,72.54719425525614,356.93724089428486,27016,00:11.030
20,33,21,30,325,801,211,169,2304,1388,24,835,1000,1389,1105,1650,161,593,21,19,32,22,23,35,919,1609,3081,2779,2284,1577,1081,1706,818,1805,8054,-276,-45,22,71.99693544243402,347.93571769369106,27247,00:11.046
20,35,22,26,416,880,416,228,2448,1473,24,947,986,1357,1394,1707,157,643,21,19,108,22,29,39,777,1506,3084,2682,2175,1538,834,1620,818,1805,8054,-276,-45,22,71.11225708392139,337.8310896391995,27633,00:11.061
20,37,21,22,516,955,616,278,2700,1582,24,1044,969,1327,1571,1757,168,682,23,19,176,25,56,41,545,1362,3060,2594,2058,1493,605,1525,701,1822,8174,-146,-101,-18,69.93532704244555,326.8673531627857,27871,00:11.076
20,47,22,27,595,1024,670,328,2796,1689,24,1179,948,1300,1825,1814,164,727,29,19,221,27,69,43,414,1206,3011,2463,1969,1449,387,1414,704,1840,8180,28,-188,-27,68.7785100286533,317.88390042979944,27920,00:11.092
21,57,22,34,664,1085,707,365,2912,1799,24,1285,926,1272,2018,1897,183,788,38,19,262,27,90,40,305,1029,2908,2335,1893,1416,245,1293,691,1917,7949,20,-276,34,67.65107836474839,309.2954325977324,27959,00:11.107
21,62,22,33,713,1138,827,431,2995,1866,24,1381,903,1244,2052,1949,192,884,49,19,332,28,103,50,234,851,2805,2232,1820,1393,145,1183,696,1838,8015,-176,-274,76,67.10639362424503,301.3090311282656,27981,00:11.123
20,73,23,33,766,1179,898,467,3008,1908,24,1460,872,1215,2076,1996,231,985,110,19,388,37,129,92,191,718,2664,2154,1754,1368,92,1047,696,1838,8015,-176,-274,76,67.13192484909098,293.8779512090581,27997,00:11.138
21,83,23,40,830,1224,950,534,3072,1914,24,1543,834,1178,2053,2003,260,1083,176,19,434,57,184,192,131,615,2548,2076,1681,1337,51,871,769,1861,8149,-239,-302,83,67.4772832637923,285.732516672016,28041,00:11.153
