Zancada,Método,Fase,Inicio_fase,Fin_fase,Duración_fase,Inicio_zancada_CSV,Duración_zancada_CSV,Inicio_zancada_video,Duración_zancada_video
14,CSV,Toe-off,00:22.003125,00:22.190000,00:00.186875,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,CSV,Mid-swing,00:22.190000,00:22.391249,00:00.201250,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,CSV,Terminal swing,00:22.391249,00:22.578125,00:00.186875,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Heel strike - Loading response,00:21.011500,00:21.153430,00:00.141930,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Mid-stance,00:21.153430,00:21.437290,00:00.283860,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Terminal stance,00:21.437290,00:21.721150,00:00.283860,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Pre-swing,00:21.721150,00:21.863080,00:00.141930,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Toe-off,00:21.863080,00:22.047588,00:00.184509,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Mid-swing,00:22.047588,00:22.246290,00:00.198702,00:21.140625,00:01.437500,00:21.011500,00:01.419300
14,Video,Terminal swing,00:22.246290,00:22.430800,00:00.184509,00:21.140625,00:01.437500,00:21.011500,00:01.419300
15,CSV,Heel strike - Loading response,00:22.578125,00:22.715624,00:00.137500,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Mid-stance,00:22.715624,00:22.990625,00:00.275000,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Terminal stance,00:22.990625,00:23.265625,00:00.275000,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Pre-swing,00:23.265625,00:23.403124,00:00.137500,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Toe-off,00:23.403124,00:23.581875,00:00.178750,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Mid-swing,00:23.581875,00:23.774374,00:00.192500,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,CSV,Terminal swing,00:23.774374,00:23.953125,00:00.178750,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Heel strike - Loading response,00:22.430800,00:22.567460,00:00.136660,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Mid-stance,00:22.567460,00:22.840779,00:00.273320,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Terminal stance,00:22.840779,00:23.114100,00:00.273320,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Pre-swing,00:23.114100,00:23.250759,00:00.136660,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Toe-off,00:23.250759,00:23.428418,00:00.177658,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Mid-swing,00:23.428418,00:23.619741,00:00.191324,00:22.578125,00:01.375000,00:22.430800,00:01.366600
15,Video,Terminal swing,00:23.619741,00:23.797399,00:00.177658,00:22.578125,00:01.375000,00:22.430800,00:01.366600
16,CSV,Heel strike - Loading response,00:23.953125,00:24.101562,00:00.148438,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Mid-stance,00:24.101562,00:24.398437,00:00.296875,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Terminal stance,00:24.398437,00:24.695312,00:00.296875,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Pre-swing,00:24.695312,00:24.843751,00:00.148438,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Toe-off,00:24.843751,00:25.036719,00:00.192969,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Mid-swing,00:25.036719,00:25.244533,00:00.207813,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,CSV,Terminal swing,00:25.244533,00:25.437501,00:00.192969,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Heel strike - Loading response,00:23.797399,00:23.942759,00:00.145360,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Mid-stance,00:23.942759,00:24.233480,00:00.290720,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Terminal stance,00:24.233480,00:24.524200,00:00.290720,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Pre-swing,00:24.524200,00:24.669560,00:00.145360,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Toe-off,00:24.669560,00:24.858527,00:00.188968,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Mid-swing,00:24.858527,00:25.062031,00:00.203504,00:23.953125,00:01.484375,00:23.797400,00:01.453600
16,Video,Terminal swing,00:25.062031,00:25.251000,00:00.188968,00:23.953125,00:01.484375,00:23.797400,00:01.453600
19,CSV,Heel strike - Loading response,00:28.343750,00:28.476562,00:00.132813,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Mid-stance,00:28.476562,00:28.742187,00:00.265625,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Terminal stance,00:28.742187,00:29.007812,00:00.265625,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Pre-swing,00:29.007812,00:29.140626,00:00.132813,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Toe-off,00:29.140626,00:29.313282,00:00.172656,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Mid-swing,00:29.313282,00:29.499220,00:00.185938,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,CSV,Terminal swing,00:29.499220,00:29.671876,00:00.172656,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Heel strike - Loading response,00:28.178000,00:28.312539,00:00.134540,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Mid-stance,00:28.312539,00:28.581620,00:00.269080,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Terminal stance,00:28.581620,00:28.850699,00:00.269080,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Pre-swing,00:28.850699,00:28.985240,00:00.134540,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Toe-off,00:28.985240,00:29.160142,00:00.174902,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Mid-swing,00:29.160142,00:29.348497,00:00.188356,00:28.343750,00:01.328125,00:28.178000,00:01.345400
19,Video,Terminal swing,00:29.348497,00:29.523399,00:00.174902,00:28.343750,00:01.328125,00:28.178000,00:01.345400
20,CSV,Heel strike - Loading response,00:29.671875,00:29.804687,00:00.132813,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Mid-stance,00:29.804687,00:30.070312,00:00.265625,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Terminal stance,00:30.070312,00:30.335937,00:00.265625,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Pre-swing,00:30.335937,00:30.468751,00:00.132813,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Toe-off,00:30.468751,00:30.641407,00:00.172656,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Mid-swing,00:30.641407,00:30.827345,00:00.185938,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,CSV,Terminal swing,00:30.827345,00:31.000001,00:00.172656,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Heel strike - Loading response,00:29.523399,00:29.654009,00:00.130610,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Mid-stance,00:29.654009,00:29.915230,00:00.261220,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Terminal stance,00:29.915230,00:30.176449,00:00.261220,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Pre-swing,00:30.176449,00:30.307059,00:00.130610,00:29.671875,00:01.328125,00:29.523400,00:01.306100
20,Video,Toe-off,00:30.307059,00:30.476852,00:00.169793,00:29.671875,00:01.328125,00:29.523400,00:01.306100
