Fase,Media de Diferencia por Zancada (dominancia vs CSV),Media de Diferencia por Zancada (dominancia vs Video)
LR,-0.05041483333333333,-0.051811666666666666
MSt,0.050387499999999995,0.04759333333333332
TSt,0.2957874999999999,0.2929933333333333
PSw,-0.10391483333333335,-0.10531166666666668
Sw,0.3513746666666666,0.3457866666666667
