21,309,31,72,991,1395,1037,205,2929,2866,25,2550,830,1104,2328,2730,414,64,102,103,359,50,40,128,21,72,1926,753,1563,1196,31,243,550,1972,8023,68,-289,-83,57.74469571126548,264.66513138024766,26488
21,304,25,61,1000,1389,1077,199,2914,2844,26,2630,775,1066,2244,2742,401,74,102,98,384,72,43,154,21,45,1636,637,1543,1204,28,129,568,1974,8005,-16,-481,-37,57.24754712608159,260.5441324165637,25888
21,297,27,192,1073,1466,1184,209,2839,2823,27,2774,665,949,2055,2653,432,81,161,117,456,93,54,221,20,21,870,353,1447,1163,22,43,536,1990,8077,-177,-699,52,56.23490406320542,246.9477184779104,24808
21,280,30,25,1238,1743,1389,252,2687,2778,30,3052,424,543,1680,2214,566,87,224,48,670,172,88,392,20,21,59,31,1179,1101,21,29,563,2021,8160,-410,-1194,181,56.56746341040963,226.52797263358448,23094
21,181,31,31,1546,2147,2015,281,2470,2801,31,2917,98,131,570,800,705,69,342,21,1054,350,151,1074,20,21,30,22,600,689,22,25,200,2331,8012,-915,-2298,511,64.77353522053983,193.6445264741841,21266
21,122,30,32,1599,2342,2249,285,2062,2701,31,2168,32,46,151,91,930,72,438,24,1375,560,130,1728,21,21,30,25,288,294,23,24,805,1774,13226,-1120,-5381,2321,73.4853848082226,171.1624216595638,19945
22,86,29,26,1490,1984,1731,133,1580,2354,30,1423,29,52,238,24,1071,126,605,26,1475,585,117,2084,23,23,30,27,209,323,25,24,805,1774,13226,-1120,-5381,2321,80.2462786047545,165.3878860253277,18004
24,99,29,31,1361,1617,1178,131,1171,1603,29,603,22,57,153,23,908,166,725,29,1260,353,85,2083,24,26,29,30,244,281,27,23,1189,4867,10523,-2000,-7537,3294,85.72483361064891,160.6809830837493,14424
26,28,28,30,932,1158,850,141,786,1061,28,296,24,93,163,25,914,205,851,30,1037,138,93,1826,26,27,29,30,244,259,28,25,1188,3129,12575,-3515,-8706,3816,91.03534248972092,159.11709386755314,11431
27,28,31,33,646,759,718,192,377,924,31,103,26,92,144,28,735,143,80,31,764,169,73,714,29,28,31,32,258,462,29,28,-2022,4752,9286,-8627,-7169,2962,85.76793303283966,177.43464262717322,7765
30,28,32,37,380,467,455,299,254,854,31,31,28,129,70,29,244,121,31,31,475,28,85,350,30,28,32,32,227,551,30,29,-3986,10919,6513,-10463,-6012,-645,77.08698430083972,200.2715407082877,5478
30,29,31,31,304,327,319,355,271,846,32,31,29,128,54,30,163,49,32,31,286,35,95,242,31,28,31,31,166,610,30,29,-3986,10919,6513,-10463,-6012,-645,71.53494510135135,211.0144636824324,4736
30,28,32,32,285,306,261,275,274,884,32,31,28,106,65,30,177,84,32,32,313,47,104,278,30,28,32,32,193,555,30,29,-5231,13583,6907,-3999,-5157,-7415,73.36869009584665,208.1291799787008,4695
31,28,32,32,289,345,273,323,274,871,31,32,29,127,50,29,110,77,32,31,314,70,108,301,30,28,31,33,185,443,30,29,-5966,6826,4767,1071,-3826,-12414,72.46439328743546,204.0153829604131,4648
30,28,32,32,281,351,272,322,291,834,31,32,29,107,78,29,45,44,31,32,318,72,105,301,31,29,31,31,199,376,29,29,-7064,5687,5816,3270,-2693,-13392,70.96999107541276,204.5141677822401,4482
30,28,31,33,290,411,273,331,303,802,32,31,29,106,87,29,31,28,32,31,342,48,102,300,30,28,32,31,189,247,31,29,-7503,2010,6330,4634,-450,-11620,69.68665752798721,198.18562942654788,4377
30,28,32,32,291,442,290,329,317,842,31,31,29,96,84,29,30,29,32,32,344,52,89,280,30,28,32,32,202,158,30,30,-7038,330,7072,4204,2097,-8316,68.46458858583543,193.24306669722668,4363
30,28,32,31,282,485,268,340,325,792,32,32,29,83,66,29,30,28,32,32,303,58,90,280,30,28,31,32,177,96,30,30,-7038,330,7072,4204,2097,-8316,68.04581245526127,188.45299451204963,4191
30,28,31,31,298,483,256,381,336,825,31,30,30,79,69,30,31,40,31,32,260,38,94,272,30,29,31,31,179,29,30,29,-6178,38,8552,3331,4624,-4330,66.17296581608089,183.87927298988927,4154
30,28,31,31,288,439,240,358,327,757,31,32,29,129,46,29,36,50,31,31,175,36,104,219,30,29,31,32,144,29,30,29,-4336,84,9903,2725,7196,-889,65.15889665889667,187.06241906241905,3861
31,28,31,32,287,431,212,308,331,782,31,32,30,95,31,30,34,53,32,31,169,40,106,218,30,28,31,32,122,30,30,30,-2295,582,10377,2083,9048,1241,65.16037988228999,184.5913590155164,3738
30,29,30,32,281,428,223,375,288,747,32,31,29,66,30,30,59,36,33,31,205,44,83,192,30,29,32,31,117,30,31,29,-354,1348,10612,1819,9878,2359,65.35079880855673,180.858786894124,3693
30,29,31,32,258,387,235,362,312,768,32,31,29,78,31,29,68,36,32,31,255,50,83,234,30,28,31,31,127,30,30,29,-354,1348,10612,1819,9878,2359,66.91537246643854,180.95367201895235,3799
31,29,32,32,264,376,254,332,281,733,31,32,29,77,30,30,31,29,32,31,303,42,78,231,30,29,31,31,109,29,30,29,1146,1919,10681,1754,9528,2935,67.51884490238612,181.5656182212581,3688
31,29,31,31,263,320,286,372,315,747,31,31,29,75,30,30,30,29,31,32,343,56,80,204,30,30,31,31,113,30,30,30,2710,2526,11556,1864,8392,3327,67.15577889447236,181.3237238825708,3781
31,29,32,31,266,243,338,379,311,754,31,31,29,84,31,30,30,29,31,32,381,38,92,220,30,29,31,31,131,30,30,29,3948,2850,11820,2347,7577,3367,68.329604578564,182.079604578564,3844
30,29,31,31,236,243,368,358,313,725,31,32,29,80,30,29,30,29,31,32,394,54,101,261,30,28,31,32,119,31,30,30,5259,1840,11190,3039,6708,2685,70.55184033177812,181.54989631933643,3858
30,29,31,31,232,240,392,331,325,726,31,31,29,84,30,29,30,29,31,32,401,88,69,249,30,29,31,31,137,30,29,29,5626,-619,10852,3304,5492,1281,70.85255417956657,182.78934468524253,3876
31,29,31,31,239,237,412,322,339,702,31,32,29,82,30,29,31,29,31,32,398,96,37,255,30,29,31,31,153,30,30,30,5626,-619,10852,3304,5492,1281,71.01830368651714,183.5707656612529,3879
31,30,31,32,233,220,405,275,322,684,31,32,29,84,30,30,31,29,32,31,397,93,50,262,30,29,32,32,166,30,30,29,5901,-1666,10864,3143,5098,-847,72.29747501315097,185.48448185165705,3802
31,29,31,31,230,262,406,252,322,693,32,31,29,82,30,30,31,29,31,31,396,94,34,272,31,29,32,32,152,30,31,29,7876,-2298,7705,2222,4983,-2714,72.22168199737187,184.8860709592641,3805
30,29,32,32,222,329,376,277,344,706,31,31,29,86,31,29,30,29,31,32,418,84,51,249,30,29,32,31,131,30,30,29,10611,-493,5365,1013,3301,-2699,70.7889175257732,183.4628865979381,3880
31,29,32,31,245,326,379,257,342,723,32,32,29,80,30,30,30,28,31,31,409,62,53,220,30,29,31,32,143,30,30,30,12011,-1170,5309,2169,680,-850,69.75539381336107,184.47998440343125,3847
31,30,32,32,249,370,333,251,308,682,31,32,29,88,30,30,30,29,31,31,399,74,47,258,30,29,31,32,121,30,30,30,12011,-1170,5309,2169,680,-850,71.01926121372031,183.3240105540897,3790
31,29,31,31,243,287,250,311,338,674,31,31,29,96,30,29,31,29,32,31,333,53,61,222,30,29,31,31,124,31,30,29,12588,-4156,5088,2207,-2163,1281,67.92843246247915,185.030989438577,3598
31,29,31,31,249,228,209,316,316,668,31,31,30,64,31,29,30,29,31,31,103,30,94,211,30,29,31,31,230,425,31,30,7546,-2185,6805,-3013,-6008,2988,67.72311827956989,217.66505376344085,3720
31,29,32,32,221,138,76,286,342,630,31,32,29,77,31,29,31,29,31,31,29,25,92,150,30,29,31,32,378,1664,30,29,-579,1735,8888,-5631,-6278,4544,70.73757200768082,283.75080008534246,4687
31,30,31,31,142,50,31,342,355,614,31,31,28,623,30,30,31,30,32,30,28,22,150,170,30,29,31,713,1124,2011,71,49,-191,624,7945,-7071,-2681,5506,73.21859332473858,331.29487179487177,6981
30,29,31,24,145,52,31,295,361,681,31,23,29,1319,52,26,31,29,30,22,24,20,179,98,32,30,416,2635,2023,1842,31,1544,5935,8437,15080,-3213,-5379,5121,72.66698229724166,376.1755043227666,12145
31,28,28,21,87,70,30,115,296,573,27,49,433,1690,117,35,30,28,26,20,20,19,200,74,30,918,1591,3098,2547,1821,174,2616,5935,8437,15080,-3213,-5379,5121,77.18067925424533,395.72289514309466,16842
29,24,23,20,71,154,30,53,678,426,24,118,804,1725,185,674,29,25,22,20,19,19,122,47,29,1690,2562,3179,2528,1762,235,2294,3201,4270,13477,-1897,-5393,1785,78.35308358817534,393.241997961264,19620
28,23,22,21,91,221,30,36,992,443,23,309,1000,1737,84,1269,27,23,21,19,53,19,127,46,29,2033,2858,3067,2418,1721,214,1996,815,1816,9768,-1213,-2193,-19,77.50507142857143,385.58635714285714,21000
27,23,21,21,117,255,171,45,1220,482,23,483,1049,1745,283,1503,27,22,21,19,77,20,136,42,28,2101,2961,2948,2342,1705,206,1841,510,2033,8280,-266,-644,-285,76.31059916226553,377.2974185030049,21964
27,22,21,21,153,273,170,37,1429,585,23,615,1089,1747,888,1660,26,22,21,19,77,22,114,38,27,2110,3014,2855,2313,1694,154,1766,416,2068,8136,174,-276,-254,74.29806356373741,369.7772664119486,23032
